dteday,season,yr,mnth,hr,holiday,weekday,workingday,buyer_type,Product_Type,buyers,Location
31/1/2021,1,0,1,9,0,1,1,Non-Member,C,69,Location 5
31/1/2021,1,0,1,10,0,1,1,Non-Member,B,137,Location 2
31/1/2021,1,0,1,11,0,1,1,Member,D,312,Location 1
31/1/2021,1,0,1,12,0,1,1,Non-Member,D,255,Location 3
31/1/2021,1,0,1,13,0,1,1,Non-Member,A,225,Location 3
31/1/2021,1,0,1,14,0,1,1,Member,E,53,Location 1
31/1/2021,1,0,1,15,0,1,1,Non-Member,F,42,Location 2
31/1/2021,1,0,1,16,0,1,1,Non-Member,B,178,Location 1
31/1/2021,1,0,1,17,0,1,1,Member,E,279,Location 1
31/1/2021,1,0,1,18,0,1,1,Non-Member,D,323,Location 1
31/1/2021,1,0,1,19,0,1,1,Member,D,30,Location 4
31/1/2021,1,0,1,20,0,1,1,Non-Member,E,177,Location 5
31/1/2021,1,0,1,21,0,1,1,Member,F,23,Location 2
31/1/2021,1,0,1,22,0,1,1,Member,B,98,Location 4
31/1/2021,1,0,1,23,0,1,1,Member,F,283,Location 1
1/2/2021,1,0,2,0,0,2,1,Non-Member,D,17,Location 3
1/2/2021,1,0,2,1,0,2,1,Member,C,90,Location 1
1/2/2021,1,0,2,2,0,2,1,Member,C,153,Location 3
1/2/2021,1,0,2,3,0,2,1,Member,D,134,Location 1
1/2/2021,1,0,2,5,0,2,1,Member,D,37,Location 3
1/2/2021,1,0,2,6,0,2,1,Member,A,26,Location 2
1/2/2021,1,0,2,7,0,2,1,Non-Member,C,146,Location 1
1/2/2021,1,0,2,8,0,2,1,Member,F,105,Location 1
1/2/2021,1,0,2,9,0,2,1,Non-Member,D,7,Location 1
1/2/2021,1,0,2,10,0,2,1,Member,B,180,Location 2
1/2/2021,1,0,2,11,0,2,1,Non-Member,D,282,Location 1
1/2/2021,1,0,2,12,0,2,1,Member,D,222,Location 3
1/2/2021,1,0,2,13,0,2,1,Non-Member,F,76,Location 3
1/2/2021,1,0,2,14,0,2,1,Non-Member,B,178,Location 2
1/2/2021,1,0,2,15,0,2,1,Member,D,68,Location 4
1/2/2021,1,0,2,16,0,2,1,Non-Member,C,71,Location 4
1/2/2021,1,0,2,17,0,2,1,Member,B,194,Location 3
1/2/2021,1,0,2,18,0,2,1,Non-Member,C,103,Location 2
1/2/2021,1,0,2,19,0,2,1,Non-Member,C,224,Location 1
1/2/2021,1,0,2,20,0,2,1,Non-Member,F,252,Location 3
1/2/2021,1,0,2,21,0,2,1,Non-Member,A,152,Location 3
1/2/2021,1,0,2,22,0,2,1,Member,D,84,Location 5
1/2/2021,1,0,2,23,0,2,1,Member,D,121,Location 1
2/2/2021,1,0,2,0,0,3,1,Member,C,93,Location 2
2/2/2021,1,0,2,1,0,3,1,Non-Member,A,164,Location 5
2/2/2021,1,0,2,2,0,3,1,Non-Member,D,115,Location 2
2/2/2021,1,0,2,3,0,3,1,Member,F,11,Location 2
2/2/2021,1,0,2,4,0,3,1,Member,E,106,Location 3
2/2/2021,1,0,2,5,0,3,1,Member,D,73,Location 4
2/2/2021,1,0,2,6,0,3,1,Member,C,40,Location 2
2/2/2021,1,0,2,7,0,3,1,Member,F,24,Location 3
2/2/2021,1,0,2,8,0,3,1,Member,D,29,Location 5
2/2/2021,1,0,2,9,0,3,1,Member,D,140,Location 5
2/2/2021,1,0,2,10,0,3,1,Member,D,110,Location 5
2/2/2021,1,0,2,11,0,3,1,Member,C,99,Location 4
2/2/2021,1,0,2,12,0,3,1,Non-Member,F,53,Location 1
2/2/2021,1,0,2,13,0,3,1,Member,F,85,Location 3
2/2/2021,1,0,2,14,0,3,1,Member,F,49,Location 2
2/2/2021,1,0,2,15,0,3,1,Member,E,49,Location 4
2/2/2021,1,0,2,16,0,3,1,Member,D,15,Location 4
2/2/2021,1,0,2,17,0,3,1,Non-Member,C,176,Location 5
2/2/2021,1,0,2,18,0,3,1,Member,C,6,Location 4
2/2/2021,1,0,2,19,0,3,1,Member,A,142,Location 3
2/2/2021,1,0,2,20,0,3,1,Member,F,14,Location 2
2/2/2021,1,0,2,21,0,3,1,Non-Member,C,259,Location 3
2/2/2021,1,0,2,22,0,3,1,Non-Member,F,75,Location 4
2/2/2021,1,0,2,23,0,3,1,Member,E,187,Location 5
3/2/2021,1,0,2,0,0,4,1,Member,F,154,Location 1
3/2/2021,1,0,2,1,0,4,1,Non-Member,B,8,Location 1
3/2/2021,1,0,2,2,0,4,1,Member,C,138,Location 5
3/2/2021,1,0,2,3,0,4,1,Member,E,172,Location 3
3/2/2021,1,0,2,5,0,4,1,Member,D,163,Location 3
3/2/2021,1,0,2,6,0,4,1,Non-Member,D,233,Location 4
3/2/2021,1,0,2,7,0,4,1,Member,F,74,Location 3
3/2/2021,1,0,2,8,0,4,1,Member,B,129,Location 5
3/2/2021,1,0,2,9,0,4,1,Non-Member,C,165,Location 5
3/2/2021,1,0,2,10,0,4,1,Member,E,51,Location 2
3/2/2021,1,0,2,11,0,4,1,Member,D,41,Location 3
3/2/2021,1,0,2,12,0,4,1,Member,F,226,Location 3
3/2/2021,1,0,2,13,0,4,1,Member,D,207,Location 5
3/2/2021,1,0,2,14,0,4,1,Non-Member,C,27,Location 2
3/2/2021,1,0,2,15,0,4,1,Member,F,75,Location 5
3/2/2021,1,0,2,16,0,4,1,Member,F,115,Location 5
3/2/2021,1,0,2,17,0,4,1,Member,F,211,Location 5
3/2/2021,1,0,2,18,0,4,1,Non-Member,F,253,Location 3
3/2/2021,1,0,2,19,0,4,1,Member,B,127,Location 4
3/2/2021,1,0,2,20,0,4,1,Non-Member,E,139,Location 3
3/2/2021,1,0,2,21,0,4,1,Member,E,68,Location 3
3/2/2021,1,0,2,22,0,4,1,Member,D,30,Location 1
3/2/2021,1,0,2,23,0,4,1,Non-Member,C,157,Location 5
4/2/2021,1,0,2,0,0,5,1,Non-Member,F,168,Location 4
4/2/2021,1,0,2,1,0,5,1,Member,D,24,Location 3
4/2/2021,1,0,2,2,0,5,1,Non-Member,D,9,Location 4
4/2/2021,1,0,2,3,0,5,1,Non-Member,A,253,Location 4
4/2/2021,1,0,2,5,0,5,1,Member,D,186,Location 2
4/2/2021,1,0,2,6,0,5,1,Member,C,11,Location 3
4/2/2021,1,0,2,7,0,5,1,Non-Member,C,2,Location 4
4/2/2021,1,0,2,8,0,5,1,Member,F,153,Location 2
4/2/2021,1,0,2,9,0,5,1,Member,D,162,Location 5
4/2/2021,1,0,2,10,0,5,1,Member,F,100,Location 4
4/2/2021,1,0,2,11,0,5,1,Non-Member,C,173,Location 3
4/2/2021,1,0,2,12,0,5,1,Member,C,93,Location 1
4/2/2021,1,0,2,13,0,5,1,Non-Member,D,6,Location 3
4/2/2021,1,0,2,14,0,5,1,Member,D,3,Location 4
4/2/2021,1,0,2,15,0,5,1,Member,C,106,Location 4
4/2/2021,1,0,2,16,0,5,1,Member,E,93,Location 1
4/2/2021,1,0,2,17,0,5,1,Non-Member,C,123,Location 2
4/2/2021,1,0,2,18,0,5,1,Non-Member,E,166,Location 1
4/2/2021,1,0,2,19,0,5,1,Non-Member,E,119,Location 3
4/2/2021,1,0,2,20,0,5,1,Member,D,124,Location 1
4/2/2021,1,0,2,21,0,5,1,Member,A,193,Location 4
4/2/2021,1,0,2,22,0,5,1,Member,C,227,Location 1
4/2/2021,1,0,2,23,0,5,1,Member,C,214,Location 3
5/2/2021,1,0,2,0,0,6,0,Member,B,281,Location 1
5/2/2021,1,0,2,1,0,6,0,Non-Member,B,298,Location 1
5/2/2021,1,0,2,2,0,6,0,Member,A,94,Location 1
5/2/2021,1,0,2,3,0,6,0,Member,F,13,Location 4
5/2/2021,1,0,2,4,0,6,0,Non-Member,C,178,Location 5
5/2/2021,1,0,2,5,0,6,0,Member,A,131,Location 5
5/2/2021,1,0,2,6,0,6,0,Member,B,130,Location 5
5/2/2021,1,0,2,7,0,6,0,Member,D,76,Location 5
5/2/2021,1,0,2,8,0,6,0,Member,A,103,Location 4
5/2/2021,1,0,2,9,0,6,0,Member,D,198,Location 5
5/2/2021,1,0,2,10,0,6,0,Member,E,165,Location 2
5/2/2021,1,0,2,11,0,6,0,Member,C,159,Location 2
5/2/2021,1,0,2,12,0,6,0,Member,D,27,Location 1
5/2/2021,1,0,2,13,0,6,0,Non-Member,F,125,Location 5
5/2/2021,1,0,2,14,0,6,0,Non-Member,B,243,Location 2
5/2/2021,1,0,2,15,0,6,0,Non-Member,D,22,Location 5
5/2/2021,1,0,2,16,0,6,0,Member,D,87,Location 4
5/2/2021,1,0,2,17,0,6,0,Member,C,29,Location 4
5/2/2021,1,0,2,18,0,6,0,Non-Member,D,133,Location 5
5/2/2021,1,0,2,19,0,6,0,Member,D,103,Location 1
5/2/2021,1,0,2,20,0,6,0,Member,B,217,Location 2
5/2/2021,1,0,2,21,0,6,0,Non-Member,B,176,Location 2
5/2/2021,1,0,2,22,0,6,0,Non-Member,C,6,Location 2
5/2/2021,1,0,2,23,0,6,0,Member,D,298,Location 1
6/2/2021,1,0,2,0,0,0,0,Member,D,47,Location 2
6/2/2021,1,0,2,1,0,0,0,Member,D,67,Location 2
6/2/2021,1,0,2,2,0,0,0,Member,F,99,Location 2
6/2/2021,1,0,2,3,0,0,0,Member,E,90,Location 4
6/2/2021,1,0,2,4,0,0,0,Non-Member,D,22,Location 5
6/2/2021,1,0,2,5,0,0,0,Non-Member,B,30,Location 1
6/2/2021,1,0,2,6,0,0,0,Member,D,55,Location 3
6/2/2021,1,0,2,7,0,0,0,Non-Member,F,32,Location 3
6/2/2021,1,0,2,8,0,0,0,Member,D,64,Location 3
6/2/2021,1,0,2,9,0,0,0,Member,D,101,Location 2
6/2/2021,1,0,2,10,0,0,0,Member,D,22,Location 1
6/2/2021,1,0,2,11,0,0,0,Non-Member,C,1,Location 4
6/2/2021,1,0,2,12,0,0,0,Member,D,45,Location 4
6/2/2021,1,0,2,13,0,0,0,Member,F,18,Location 3
6/2/2021,1,0,2,14,0,0,0,Member,B,121,Location 4
6/2/2021,1,0,2,15,0,0,0,Non-Member,C,20,Location 3
6/2/2021,1,0,2,16,0,0,0,Non-Member,B,70,Location 5
6/2/2021,1,0,2,17,0,0,0,Member,C,33,Location 4
6/2/2021,1,0,2,18,0,0,0,Non-Member,C,39,Location 2
6/2/2021,1,0,2,19,0,0,0,Member,C,43,Location 1
6/2/2021,1,0,2,20,0,0,0,Member,A,45,Location 5
6/2/2021,1,0,2,21,0,0,0,Member,B,11,Location 4
6/2/2021,1,0,2,22,0,0,0,Member,D,104,Location 1
6/2/2021,1,0,2,23,0,0,0,Non-Member,C,32,Location 5
7/2/2021,1,0,2,0,0,1,1,Non-Member,C,197,Location 5
7/2/2021,1,0,2,1,0,1,1,Non-Member,F,207,Location 1
7/2/2021,1,0,2,2,0,1,1,Non-Member,D,352,Location 1
7/2/2021,1,0,2,3,0,1,1,Non-Member,D,197,Location 3
7/2/2021,1,0,2,4,0,1,1,Non-Member,B,101,Location 3
7/2/2021,1,0,2,5,0,1,1,Member,E,33,Location 2
7/2/2021,1,0,2,6,0,1,1,Member,D,84,Location 5
7/2/2021,1,0,2,7,0,1,1,Non-Member,F,51,Location 5
7/2/2021,1,0,2,8,0,1,1,Member,C,256,Location 1
7/2/2021,1,0,2,9,0,1,1,Non-Member,D,109,Location 2
7/2/2021,1,0,2,10,0,1,1,Member,D,49,Location 3
7/2/2021,1,0,2,11,0,1,1,Member,C,13,Location 2
7/2/2021,1,0,2,12,0,1,1,Member,D,3,Location 4
7/2/2021,1,0,2,13,0,1,1,Non-Member,C,114,Location 1
7/2/2021,1,0,2,14,0,1,1,Non-Member,B,91,Location 2
7/2/2021,1,0,2,15,0,1,1,Member,B,26,Location 5
7/2/2021,1,0,2,16,0,1,1,Member,D,94,Location 5
7/2/2021,1,0,2,17,0,1,1,Member,D,151,Location 5
7/2/2021,1,0,2,18,0,1,1,Member,E,156,Location 1
7/2/2021,1,0,2,19,0,1,1,Member,F,86,Location 2
7/2/2021,1,0,2,20,0,1,1,Member,B,219,Location 5
7/2/2021,1,0,2,21,0,1,1,Member,D,76,Location 2
7/2/2021,1,0,2,22,0,1,1,Member,B,218,Location 3
7/2/2021,1,0,2,23,0,1,1,Member,C,58,Location 4
8/2/2021,1,0,2,0,0,2,1,Non-Member,D,105,Location 2
8/2/2021,1,0,2,1,0,2,1,Member,A,134,Location 2
8/2/2021,1,0,2,2,0,2,1,Non-Member,E,169,Location 2
8/2/2021,1,0,2,3,0,2,1,Member,B,5,Location 4
8/2/2021,1,0,2,4,0,2,1,Non-Member,F,307,Location 1
8/2/2021,1,0,2,5,0,2,1,Non-Member,D,54,Location 3
8/2/2021,1,0,2,6,0,2,1,Non-Member,F,58,Location 4
8/2/2021,1,0,2,7,0,2,1,Member,D,56,Location 5
8/2/2021,1,0,2,8,0,2,1,Member,D,76,Location 1
8/2/2021,1,0,2,9,0,2,1,Non-Member,D,151,Location 2
8/2/2021,1,0,2,10,0,2,1,Member,A,107,Location 2
8/2/2021,1,0,2,11,0,2,1,Member,E,28,Location 1
8/2/2021,1,0,2,12,0,2,1,Member,D,30,Location 4
8/2/2021,1,0,2,13,0,2,1,Member,D,342,Location 1
8/2/2021,1,0,2,14,0,2,1,Non-Member,C,252,Location 1
8/2/2021,1,0,2,15,0,2,1,Member,D,148,Location 3
8/2/2021,1,0,2,16,0,2,1,Member,D,61,Location 5
8/2/2021,1,0,2,17,0,2,1,Non-Member,C,133,Location 2
8/2/2021,1,0,2,18,0,2,1,Member,C,118,Location 3
8/2/2021,1,0,2,19,0,2,1,Member,F,130,Location 5
8/2/2021,1,0,2,20,0,2,1,Non-Member,C,43,Location 4
8/2/2021,1,0,2,21,0,2,1,Member,F,52,Location 5
8/2/2021,1,0,2,22,0,2,1,Member,E,134,Location 5
8/2/2021,1,0,2,23,0,2,1,Member,D,192,Location 1
9/2/2021,1,0,2,0,0,3,1,Member,D,258,Location 3
9/2/2021,1,0,2,1,0,3,1,Member,A,81,Location 5
9/2/2021,1,0,2,2,0,3,1,Member,E,68,Location 5
9/2/2021,1,0,2,3,0,3,1,Member,D,87,Location 4
9/2/2021,1,0,2,5,0,3,1,Non-Member,D,110,Location 1
9/2/2021,1,0,2,6,0,3,1,Non-Member,C,98,Location 4
9/2/2021,1,0,2,7,0,3,1,Non-Member,A,92,Location 3
9/2/2021,1,0,2,8,0,3,1,Member,F,187,Location 3
9/2/2021,1,0,2,9,0,3,1,Member,B,68,Location 5
9/2/2021,1,0,2,10,0,3,1,Member,C,243,Location 3
9/2/2021,1,0,2,11,0,3,1,Member,D,238,Location 1
9/2/2021,1,0,2,12,0,3,1,Member,F,166,Location 1
9/2/2021,1,0,2,13,0,3,1,Member,D,178,Location 1
9/2/2021,1,0,2,14,0,3,1,Member,D,283,Location 1
9/2/2021,1,0,2,15,0,3,1,Non-Member,A,121,Location 3
9/2/2021,1,0,2,16,0,3,1,Member,D,26,Location 4
9/2/2021,1,0,2,17,0,3,1,Member,C,109,Location 3
9/2/2021,1,0,2,18,0,3,1,Member,C,29,Location 2
9/2/2021,1,0,2,19,0,3,1,Member,F,56,Location 3
9/2/2021,1,0,2,20,0,3,1,Non-Member,C,32,Location 3
9/2/2021,1,0,2,21,0,3,1,Non-Member,F,47,Location 4
9/2/2021,1,0,2,22,0,3,1,Member,D,24,Location 4
9/2/2021,1,0,2,23,0,3,1,Member,E,139,Location 5
10/2/2021,1,0,2,0,0,4,1,Member,F,174,Location 4
10/2/2021,1,0,2,1,0,4,1,Non-Member,D,199,Location 2
10/2/2021,1,0,2,2,0,4,1,Member,D,126,Location 3
10/2/2021,1,0,2,4,0,4,1,Non-Member,B,42,Location 1
10/2/2021,1,0,2,5,0,4,1,Member,D,127,Location 4
10/2/2021,1,0,2,6,0,4,1,Member,D,238,Location 3
10/2/2021,1,0,2,7,0,4,1,Member,B,136,Location 2
10/2/2021,1,0,2,8,0,4,1,Member,E,93,Location 4
10/2/2021,1,0,2,9,0,4,1,Member,C,70,Location 5
10/2/2021,1,0,2,10,0,4,1,Member,C,111,Location 1
10/2/2021,1,0,2,11,0,4,1,Member,B,82,Location 5
10/2/2021,1,0,2,12,0,4,1,Member,F,8,Location 1
10/2/2021,1,0,2,13,0,4,1,Non-Member,A,49,Location 4
10/2/2021,1,0,2,14,0,4,1,Member,D,271,Location 5
10/2/2021,1,0,2,15,0,4,1,Member,F,147,Location 4
10/2/2021,1,0,2,16,0,4,1,Non-Member,D,153,Location 1
10/2/2021,1,0,2,17,0,4,1,Member,B,252,Location 3
10/2/2021,1,0,2,18,0,4,1,Member,F,189,Location 3
10/2/2021,1,0,2,19,0,4,1,Member,D,132,Location 1
10/2/2021,1,0,2,20,0,4,1,Member,B,13,Location 5
10/2/2021,1,0,2,21,0,4,1,Member,F,245,Location 3
10/2/2021,1,0,2,22,0,4,1,Member,D,15,Location 3
10/2/2021,1,0,2,23,0,4,1,Member,D,249,Location 2
11/2/2021,1,0,2,0,0,5,1,Member,C,238,Location 4
11/2/2021,1,0,2,1,0,5,1,Member,B,56,Location 2
11/2/2021,1,0,2,2,0,5,1,Non-Member,C,161,Location 2
11/2/2021,1,0,2,5,0,5,1,Member,E,91,Location 5
11/2/2021,1,0,2,6,0,5,1,Non-Member,A,114,Location 2
11/2/2021,1,0,2,7,0,5,1,Member,B,48,Location 1
11/2/2021,1,0,2,8,0,5,1,Member,D,48,Location 2
11/2/2021,1,0,2,9,0,5,1,Member,C,73,Location 4
11/2/2021,1,0,2,10,0,5,1,Member,A,145,Location 1
11/2/2021,1,0,2,11,0,5,1,Member,B,262,Location 2
11/2/2021,1,0,2,12,0,5,1,Member,D,64,Location 3
11/2/2021,1,0,2,13,0,5,1,Non-Member,E,166,Location 5
11/2/2021,1,0,2,14,0,5,1,Member,B,190,Location 1
11/2/2021,1,0,2,15,0,5,1,Member,C,64,Location 1
11/2/2021,1,0,2,16,0,5,1,Non-Member,B,19,Location 3
11/2/2021,1,0,2,17,0,5,1,Non-Member,C,64,Location 3
11/2/2021,1,0,2,18,0,5,1,Member,D,131,Location 5
11/2/2021,1,0,2,19,0,5,1,Member,C,65,Location 1
11/2/2021,1,0,2,20,0,5,1,Member,E,36,Location 1
11/2/2021,1,0,2,21,0,5,1,Member,A,181,Location 1
11/2/2021,1,0,2,22,0,5,1,Member,C,126,Location 2
11/2/2021,1,0,2,23,0,5,1,Member,E,142,Location 5
12/2/2021,1,0,2,0,0,6,0,Member,E,166,Location 5
12/2/2021,1,0,2,1,0,6,0,Member,A,170,Location 2
12/2/2021,1,0,2,2,0,6,0,Member,D,243,Location 4
12/2/2021,1,0,2,3,0,6,0,Member,D,228,Location 4
12/2/2021,1,0,2,4,0,6,0,Non-Member,C,202,Location 1
12/2/2021,1,0,2,5,0,6,0,Member,D,246,Location 2
12/2/2021,1,0,2,6,0,6,0,Member,E,109,Location 2
12/2/2021,1,0,2,7,0,6,0,Member,D,194,Location 1
12/2/2021,1,0,2,8,0,6,0,Member,D,21,Location 2
12/2/2021,1,0,2,9,0,6,0,Member,F,238,Location 1
12/2/2021,1,0,2,10,0,6,0,Member,C,32,Location 1
12/2/2021,1,0,2,11,0,6,0,Member,C,41,Location 5
12/2/2021,1,0,2,12,0,6,0,Non-Member,A,239,Location 3
12/2/2021,1,0,2,13,0,6,0,Member,E,137,Location 2
12/2/2021,1,0,2,14,0,6,0,Member,E,62,Location 4
12/2/2021,1,0,2,15,0,6,0,Member,F,187,Location 2
12/2/2021,1,0,2,16,0,6,0,Member,C,113,Location 3
12/2/2021,1,0,2,17,0,6,0,Member,C,191,Location 2
12/2/2021,1,0,2,18,0,6,0,Member,D,12,Location 4
12/2/2021,1,0,2,19,0,6,0,Member,E,223,Location 5
12/2/2021,1,0,2,20,0,6,0,Member,F,225,Location 1
12/2/2021,1,0,2,21,0,6,0,Member,F,134,Location 5
12/2/2021,1,0,2,22,0,6,0,Member,F,1,Location 3
12/2/2021,1,0,2,23,0,6,0,Member,C,185,Location 2
13/2/2021,1,0,2,0,0,0,0,Member,F,116,Location 5
13/2/2021,1,0,2,1,0,0,0,Non-Member,D,87,Location 4
13/2/2021,1,0,2,2,0,0,0,Member,C,18,Location 2
13/2/2021,1,0,2,3,0,0,0,Member,E,24,Location 1
13/2/2021,1,0,2,4,0,0,0,Member,A,110,Location 2
13/2/2021,1,0,2,6,0,0,0,Member,F,41,Location 5
13/2/2021,1,0,2,7,0,0,0,Member,E,76,Location 4
13/2/2021,1,0,2,8,0,0,0,Member,C,78,Location 3
13/2/2021,1,0,2,9,0,0,0,Non-Member,D,29,Location 4
13/2/2021,1,0,2,10,0,0,0,Member,D,109,Location 1
13/2/2021,1,0,2,11,0,0,0,Member,B,128,Location 4
13/2/2021,1,0,2,12,0,0,0,Member,A,25,Location 5
13/2/2021,1,0,2,13,0,0,0,Member,B,125,Location 1
13/2/2021,1,0,2,14,0,0,0,Non-Member,C,104,Location 2
13/2/2021,1,0,2,15,0,0,0,Member,E,86,Location 2
13/2/2021,1,0,2,16,0,0,0,Member,D,19,Location 1
13/2/2021,1,0,2,17,0,0,0,Non-Member,D,52,Location 4
13/2/2021,1,0,2,18,0,0,0,Non-Member,D,16,Location 1
13/2/2021,1,0,2,19,0,0,0,Non-Member,C,92,Location 4
13/2/2021,1,0,2,20,0,0,0,Member,A,37,Location 3
13/2/2021,1,0,2,21,0,0,0,Non-Member,D,54,Location 3
13/2/2021,1,0,2,22,0,0,0,Member,E,119,Location 3
13/2/2021,1,0,2,23,0,0,0,Non-Member,D,40,Location 5
14/2/2021,1,0,2,0,0,1,1,Non-Member,F,246,Location 3
14/2/2021,1,0,2,1,0,1,1,Member,D,180,Location 2
14/2/2021,1,0,2,2,0,1,1,Non-Member,F,161,Location 5
14/2/2021,1,0,2,3,0,1,1,Member,C,39,Location 4
14/2/2021,1,0,2,4,0,1,1,Member,C,33,Location 3
14/2/2021,1,0,2,5,0,1,1,Non-Member,D,87,Location 3
14/2/2021,1,0,2,6,0,1,1,Non-Member,F,189,Location 3
14/2/2021,1,0,2,7,0,1,1,Non-Member,C,21,Location 4
14/2/2021,1,0,2,8,0,1,1,Member,B,164,Location 5
14/2/2021,1,0,2,9,0,1,1,Member,F,41,Location 4
14/2/2021,1,0,2,10,0,1,1,Non-Member,A,69,Location 5
14/2/2021,1,0,2,11,0,1,1,Member,E,61,Location 1
14/2/2021,1,0,2,12,0,1,1,Member,D,135,Location 5
14/2/2021,1,0,2,13,0,1,1,Non-Member,D,185,Location 3
14/2/2021,1,0,2,14,0,1,1,Non-Member,F,172,Location 2
14/2/2021,1,0,2,15,0,1,1,Member,B,66,Location 2
14/2/2021,1,0,2,16,0,1,1,Member,C,59,Location 3
14/2/2021,1,0,2,17,0,1,1,Member,E,157,Location 2
14/2/2021,1,0,2,18,0,1,1,Member,D,9,Location 4
14/2/2021,1,0,2,19,0,1,1,Non-Member,D,132,Location 5
14/2/2021,1,0,2,20,0,1,1,Member,D,197,Location 5
14/2/2021,1,0,2,21,0,1,1,Member,C,78,Location 3
14/2/2021,1,0,2,22,0,1,1,Member,F,13,Location 1
14/2/2021,1,0,2,23,0,1,1,Member,C,179,Location 5
15/2/2021,1,0,2,0,0,2,1,Member,E,243,Location 3
15/2/2021,1,0,2,1,0,2,1,Non-Member,D,99,Location 1
15/2/2021,1,0,2,2,0,2,1,Member,D,214,Location 5
15/2/2021,1,0,2,4,0,2,1,Member,F,79,Location 4
15/2/2021,1,0,2,5,0,2,1,Member,C,140,Location 5
15/2/2021,1,0,2,6,0,2,1,Non-Member,E,4,Location 2
15/2/2021,1,0,2,7,0,2,1,Member,E,44,Location 5
15/2/2021,1,0,2,8,0,2,1,Member,C,92,Location 1
15/2/2021,1,0,2,9,0,2,1,Member,B,131,Location 3
15/2/2021,1,0,2,10,0,2,1,Member,B,52,Location 2
15/2/2021,1,0,2,11,0,2,1,Member,C,150,Location 3
15/2/2021,1,0,2,12,0,2,1,Member,F,162,Location 2
15/2/2021,1,0,2,13,0,2,1,Member,D,265,Location 1
15/2/2021,1,0,2,14,0,2,1,Member,F,51,Location 3
15/2/2021,1,0,2,15,0,2,1,Non-Member,B,110,Location 2
15/2/2021,1,0,2,16,0,2,1,Member,E,58,Location 4
15/2/2021,1,0,2,17,0,2,1,Non-Member,F,168,Location 3
15/2/2021,1,0,2,18,0,2,1,Member,C,64,Location 3
15/2/2021,1,0,2,19,0,2,1,Member,D,70,Location 3
15/2/2021,1,0,2,20,0,2,1,Non-Member,A,21,Location 4
15/2/2021,1,0,2,21,0,2,1,Member,D,151,Location 5
15/2/2021,1,0,2,22,0,2,1,Member,C,123,Location 2
15/2/2021,1,0,2,23,0,2,1,Non-Member,F,107,Location 3
16/2/2021,1,0,2,0,0,3,1,Member,D,180,Location 2
16/2/2021,1,0,2,1,0,3,1,Non-Member,C,90,Location 3
16/2/2021,1,0,2,3,0,3,1,Member,F,37,Location 3
16/2/2021,1,0,2,4,0,3,1,Member,B,121,Location 5
16/2/2021,1,0,2,5,0,3,1,Member,F,58,Location 4
16/2/2021,1,0,2,6,0,3,1,Member,B,141,Location 2
16/2/2021,1,0,2,7,0,3,1,Member,B,300,Location 1
16/2/2021,1,0,2,8,0,3,1,Member,D,71,Location 4
16/2/2021,1,0,2,9,0,3,1,Member,C,5,Location 2
16/2/2021,1,0,2,10,0,3,1,Member,D,186,Location 3
16/2/2021,1,0,2,11,0,3,1,Member,D,94,Location 4
16/2/2021,1,0,2,12,0,3,1,Member,D,336,Location 1
16/2/2021,1,0,2,13,0,3,1,Member,A,6,Location 2
16/2/2021,1,0,2,14,0,3,1,Member,A,19,Location 4
16/2/2021,1,0,2,15,0,3,1,Non-Member,B,112,Location 2
16/2/2021,1,0,2,16,0,3,1,Member,D,17,Location 4
16/2/2021,1,0,2,17,0,3,1,Member,F,298,Location 1
16/2/2021,1,0,2,18,0,3,1,Member,D,33,Location 3
16/2/2021,1,0,2,19,0,3,1,Non-Member,B,31,Location 4
16/2/2021,1,0,2,20,0,3,1,Member,C,73,Location 4
16/2/2021,1,0,2,21,0,3,1,Non-Member,F,121,Location 1
16/2/2021,1,0,2,22,0,3,1,Member,D,100,Location 1
16/2/2021,1,0,2,23,0,3,1,Member,A,73,Location 5
17/2/2021,1,0,2,0,0,4,1,Member,A,270,Location 4
17/2/2021,1,0,2,1,0,4,1,Member,F,13,Location 2
17/2/2021,1,0,2,2,0,4,1,Member,A,249,Location 1
17/2/2021,1,0,2,3,0,4,1,Non-Member,C,33,Location 1
17/2/2021,1,0,2,4,0,4,1,Member,A,19,Location 1
17/2/2021,1,0,2,5,0,4,1,Member,C,38,Location 1
17/2/2021,1,0,2,6,0,4,1,Member,C,258,Location 1
17/2/2021,1,0,2,7,0,4,1,Member,F,172,Location 3
17/2/2021,1,0,2,8,0,4,1,Non-Member,D,21,Location 5
17/2/2021,1,0,2,9,0,4,1,Non-Member,E,107,Location 2
17/2/2021,1,0,2,10,0,4,1,Member,B,19,Location 2
17/2/2021,1,0,2,11,0,4,1,Member,C,212,Location 4
17/2/2021,1,0,2,12,0,4,1,Member,F,221,Location 4
17/2/2021,1,0,2,13,0,4,1,Non-Member,C,193,Location 2
17/2/2021,1,0,2,14,0,4,1,Member,D,207,Location 3
17/2/2021,1,0,2,15,0,4,1,Member,B,185,Location 5
17/2/2021,1,0,2,16,0,4,1,Member,F,105,Location 4
17/2/2021,1,0,2,17,0,4,1,Member,F,229,Location 2
17/2/2021,1,0,2,18,0,4,1,Member,D,266,Location 1
17/2/2021,1,0,2,19,0,4,1,Member,C,115,Location 1
17/2/2021,1,0,2,20,0,4,1,Member,B,166,Location 3
17/2/2021,1,0,2,21,0,4,1,Non-Member,D,61,Location 4
